restaurant_name,email,website,source,yelp_rating,yelp_review_count,yelp_price,yelp_categories,yelp_phone,yelp_address,yelp_url
Opelousas Chicken & Seafood,opelousaschicken@gmail.com,https://www.opelousaschicken.com/,original,4.4,5.0,,"Seafood, Chicken Wings, Sandwiches",(504) 381-4294,"6201 Franklin Ave, New Orleans, LA, 70122",https://www.yelp.com/biz/opelousas-chicken-and-seafood-new-orleans?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Five Happiness Chinese Restaurant,yao920916@gmail.com,http://www.fivehappinessnola.com/,original,3.2,406.0,$$,"Chinese, Seafood",(504) 482-3935,"3605 S Carrollton Ave, New Orleans, LA, 70118",https://www.yelp.com/biz/five-happiness-new-orleans-2?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
The American Sector Restaurant & Bar,info@nationalww2museum.org,https://ww2eats.com/,original,3.3,248.0,$$,"Cajun/Creole, Bars, American",(504) 528-1940,"1035  Magazine St, New Orleans, LA, 70130",https://www.yelp.com/biz/the-american-sector-new-orleans-3?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Habana Outpost,info@habanaoutpost.com,http://habanaoutpost.com/,original,4.3,114.0,,"Mexican, Bars",(504) 900-9500,"1040 Esplanade Ave, New Orleans, LA, 70116",https://www.yelp.com/biz/habana-outpost-new-orleans?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Trilly Cheesesteaks,trillycheesesteaks@gmail.com,https://trillycheesesteaks.com/,original,4.3,162.0,$$,"Cheesesteaks, Vegan, Vegetarian",(504) 582-9057,"3735 Ulloa St, New Orleans, LA, 70115",https://www.yelp.com/biz/trilly-cheesesteaks-new-orleans?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Carrollton Station,booking@carrolltonstationnola.com,http://carrolltonstationnola.com/,original,4.0,96.0,$,"Bars, Music Venues",(504) 865-9190,"8140 Willow St, New Orleans, LA, 70118",https://www.yelp.com/biz/carrollton-station-new-orleans?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Marjie's Grill,letsparty@broadstreetballers.com,http://marjiesgrill.com/,original,,,,,,,
Costera,info@costerarestaurant.com,http://www.costerarestaurant.com/,original,4.4,250.0,$$$,"Spanish, Tapas/Small Plates",(504) 302-2332,"4938 Prytania St, New Orleans, LA, 70115",https://www.yelp.com/biz/costera-new-orleans?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
T-Swirl Crepe,tswirlcrepe@gmail.com,http://t-swirlcrepe.com/,original,4.1,13.0,,"Creperies, Desserts, Gluten-Free",(504) 708-2009,"4200 Magazine St, New Orleans, LA, 70115",https://www.yelp.com/biz/t-swirl-crepe-new-orleans?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Patois,info@patoisnola.com,https://patoisnola.com/,original,4.2,253.0,$$$,"French, Seafood, Breakfast & Brunch",(504) 895-9441,"6078 Laurel St, New Orleans, LA, 70118",https://www.yelp.com/biz/patois-restaurant-new-orleans-2?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Thai Nola,info@thainolarestaurant.com,http://www.thainolarestaurant.com/,original,4.8,73.0,,Thai,(504) 300-7884,"5931 Bullard Ave, New Orleans, LA, 70128",https://www.yelp.com/biz/thai-nola-new-orleans-2?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
CupCake Fairies,order@cupcakefairies.com,http://cupcakefairies.com/,original,4.5,31.0,$$,"Caterers, Cupcakes",(504) 333-9356,"2511 Bayou Rd, New Orleans, LA, 70119",https://www.yelp.com/biz/cupcake-fairies-new-orleans?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Food Truck | Taquería Liliana,support@themenustar.com,http://orderfoodtrucktaquerialiliana.mobile-webview2.com/,original,5.0,2.0,,"Honduran, Food Trucks, Mexican",(504) 535-8281,"2200 Florida Ave, New Orleans, LA, 70117",https://www.yelp.com/biz/taquer%C3%ADa-liliana-new-orleans?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
DiMartino's Famous New Orleans Muffulettas,g.seymour@dimartinos.com,http://www.dimartinos.com/,original,4.0,114.0,$$,"Sandwiches, Italian",(504) 367-0227,"3900 General Degaulle Dr, New Orleans, LA, 70114",https://www.yelp.com/biz/dimartinos-famous-new-orleans-muffulettas-new-orleans?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Étoile,etoileorleans@gmail.com,https://www.etoileorleans.com/,original,5.0,14.0,,Southern,(504) 582-9920,"3607 Magazine St, New Orleans, LA, 70115",https://www.yelp.com/biz/etoile-new-orleans?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Dong Phuong Restaurant,black9@qq.com,https://dongphuong.top/,original,4.4,578.0,$$,"Vietnamese, Soup, Noodles",(504) 254-0296,"14207 Chef Menteur Hwy, New Orleans, LA, 70129",https://www.yelp.com/biz/dong-phuong-new-orleans-3?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Francolini's,info@francolinis.com,https://www.francolinis.com/,original,4.7,129.0,$$,"Sandwiches, Delis",,"3987 Tchoupitoulas St, New Orleans, LA, 70115",https://www.yelp.com/biz/francolini-s-new-orleans?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Vessel NOLA,info@vesselnola.com,http://vesselnola.com/,original,3.7,631.0,$$$,"Cocktail Bars, New American, Breakfast & Brunch",(504) 603-2775,"3835 Iberville St, New Orleans, LA, 70119",https://www.yelp.com/biz/vessel-nola-new-orleans-2?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
The Kingsway,info@kingswaynola.com,https://www.kingswaynola.com/,original,4.7,12.0,,"Asian Fusion, Coffee & Tea, Cocktail Bars",(504) 506-9272,"4201 Magazine St, New Orleans, LA, 70115",https://www.yelp.com/biz/the-kingsway-new-orleans?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
La Carreta,jbretschger@carretarestaurant.com,http://carretarestaurant.com/magazine,original,4.0,175.0,$$,Mexican,(504) 304-7063,"1814 Magazine St, New Orleans, LA, 70130",https://www.yelp.com/biz/la-carreta-magazine-new-orleans?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Today's Cajun Seafood,todayscajun1700@gmail.com,https://food.orders.co/12c6l1ap,original,4.0,193.0,$$,"Cajun/Creole, Seafood",(504) 940-5996,"1700 Mcshane Pl, New Orleans, LA, 70116",https://www.yelp.com/biz/todays-cajun-seafood-new-orleans?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
SAFFRON NOLA,info@saffronnola.com,https://www.saffronnola.com/,original,4.3,437.0,$$$,"Indian, Cocktail Bars",(504) 323-2626,"4128 Magazine St, New Orleans, LA, 70115",https://www.yelp.com/biz/saffron-nola-new-orleans-2?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Mosquito Supper Club,reservations@mosquitosupperclub.com,http://www.mosquitosupperclub.com/,original,4.2,98.0,$$$,Southern,(504) 494-9777,"3824 Dryades St, New Orleans, LA, 70115",https://www.yelp.com/biz/mosquito-supper-club-new-orleans?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Le Moyne Bistro,brian@lemoynebistro.com,https://lemoynebistro.com/,original,4.3,23.0,,"French, Soup, Salad",(504) 350-1750,"746 Tchoupitoulas St, New Orleans, LA, 70130",https://www.yelp.com/biz/le-moyne-new-orleans?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Apolline,jenny@apollinerestaurant.com,http://www.apollinerestaurant.com/,original,4.2,498.0,$$,"French, New American, Breakfast & Brunch",(504) 894-8881,"4729 Magazine St, New Orleans, LA, 70115",https://www.yelp.com/biz/apolline-restaurant-new-orleans-2?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
The Elysian Bar,info@ashnyc.com,https://ash.world/dining/the-elysian-bar/,original,4.3,292.0,$$$,New American,(504) 356-6769,"2317 Burgundy St, New Orleans, LA, 70117",https://www.yelp.com/biz/the-elysian-bar-new-orleans-3?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Fat Boy's Pizza,brad@eatfatboyspizza.com,https://www.eatfatboyspizza.com/,original,3.3,24.0,,"Pizza, Chicken Wings, Burgers",(504) 541-2182,"1535 Lapalco Blvd, Harvey, LA, 70058",https://www.yelp.com/biz/fat-boys-pizza-harvey-harvey?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Ye Olde College Inn,events@rocknbowl.com,http://www.yeoldecollegeinn.com/,original,4.2,290.0,$$,"Southern, Cajun/Creole, New American",(504) 866-3683,"3000 S Carrollton Ave, New Orleans, LA, 70118",https://www.yelp.com/biz/ye-olde-college-inn-new-orleans-7?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Pigeon and Whale,johnm.gcsnola@gmail.com,https://www.pigeonandwhalenola.com/,original,4.5,164.0,$$,"Cocktail Bars, Seafood",(504) 249-5487,"4525 Freret St, New Orleans, LA, 70115",https://www.yelp.com/biz/pigeon-and-whale-new-orleans?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Margot’s,margotsnola@gmail.com,https://www.margotsnola.com/,original,4.5,60.0,,"Pizza, Cocktail Bars",,"1243 Frenchmen St, New Orleans, LA, 70116",https://www.yelp.com/biz/margot-s-nola-new-orleans?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Zasu,wade@zasunola.com,https://zasunola.com/,original,4.6,134.0,,New American,(504) 267-3233,"127 N Carrollton Ave, New Orleans, LA, 70119",https://www.yelp.com/biz/zasu-new-orleans?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Five Guys,marketing@fiveguys.com,https://restaurants.fiveguys.com/401-n-carrollton-ave,original,3.0,101.0,$$,"Burgers, Fast Food, Hot Dogs",(504) 302-0669,"401 N Carrollton Ave, New Orleans, LA, 70119",https://www.yelp.com/biz/five-guys-new-orleans?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
MaMou,reservations@mamounola.com,https://www.mamounola.com/,original,4.6,120.0,$$$,Brasseries,(504) 381-4557,"942 N Rampart St, New Orleans, LA, 70116",https://www.yelp.com/biz/mamou-new-orleans?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Santos Bar,santosbarnola@gmail.com,https://www.santosbar.com/,original,4.3,22.0,$,Bars,(504) 605-3533,"1135 Decatur St, New Orleans, LA, 70116",https://www.yelp.com/biz/santos-bar-new-orleans?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Chubbie's Fried Chicken,chubbiesfriedchicken@gmail.com,http://chubbiesfamousfriedchicken.com/,original,4.1,125.0,$,"Seafood, Chicken Wings, Fast Food",(504) 392-2377,"4850 General Meyer Ave, New Orleans, LA, 70131",https://www.yelp.com/biz/chubbies-fried-chicken-new-orleans?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Legacy Kitchen Craft Tavern,info@onepackhg.com,https://legacykitchen.com/,original,3.7,742.0,$$,"Cajun/Creole, Seafood, Breakfast & Brunch",(504) 613-2350,"700 Tchoupitoulas St, New Orleans, LA, 70130",https://www.yelp.com/biz/legacy-kitchens-craft-tavern-new-orleans?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Alma Cafe,araujo@eatalmanola.com,http://www.eatalmanola.com/,original,3.3,38.0,$$,"Honduran, Breakfast & Brunch, Desserts",(504) 872-9975,"301 N Carrollton Ave, New Orleans, LA, 70119",https://www.yelp.com/biz/alma-cafe-new-orleans-4?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Ajun Cajun,ajuncajunnola@gmail.com,http://www.ajuncajun.com/,original,4.5,93.0,$$,"Cajun/Creole, Ramen, Japanese Curry",(504) 866-7077,"8433 Oak St, New Orleans, LA, 70118",https://www.yelp.com/biz/ajun-cajun-new-orleans?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Eat New Orleans,natalie.jayroe@eatnola.com,https://eatnola.com/,original,4.2,5454.0,$$,"Cajun/Creole, Southern, Cocktail Bars",(504) 588-2123,"930 Tchoupitoulas St, New Orleans, LA, 70130",https://www.yelp.com/biz/cochon-new-orleans-5?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
LUVI Restaurant,info@luvirestaurant.com,http://www.luvirestaurant.com/,original,4.3,244.0,$$,"Asian Fusion, Chinese, Japanese",(504) 605-3340,"5236 Tchoupitoulas St, New Orleans, LA, 70115",https://www.yelp.com/biz/luvi-restaurant-new-orleans?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Wonderland + Sea,joel@eatatwonderland.com,http://www.eatatwonderland.com/,original,4.3,61.0,$$,American,(504) 766-6520,"4842 Tchoupitoulas St, New Orleans, LA, 70115",https://www.yelp.com/biz/wonderland-and-sea-new-orleans?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Rizzuto's Ristorante & Chop House,imcnulty@theadvocate.com,http://www.rizzutosristorante.com/,original,3.8,6.0,,"Italian, Steakhouses",(504) 766-8081,"2020 Belle Chasse Hwy, Gretna, LA, 70056",https://www.yelp.com/biz/rizzutos-ristorante-and-chop-house-gretna?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
GAIA Seafood & Steakhouse,reservations@gaiasteakhouse.com,http://www.gaiasteakhouse.com/,original,3.6,113.0,,"Steakhouses, Cocktail Bars, Salad",(337) 443-7967,"1820 St Charles Ave, New Orleans, LA, 70130",https://www.yelp.com/biz/gaia-steakhouse-new-orleans?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Salad Station,franchising@thesaladstations.com,http://thesaladstation.com/,original,4.6,29.0,,"Salad, Soup, Wraps",(504) 354-8503,"618 Magazine St, New Orleans, LA, 70130",https://www.yelp.com/biz/salad-station-new-orleans?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Red Rooster NOLA,info@redroosternola.com,http://www.redroosternola.com/,original,4.3,49.0,$,"Seafood, Sandwiches, Chicken Shop",(504) 895-6786,"2801 1/2 Washington Ave, New Orleans, LA, 70113",https://www.yelp.com/biz/red-rooster-new-orleans-3?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
The Italian Barrel French Quarter,info@italianbarrelfq.com,http://www.italianbarrelfq.com/,original,3.8,687.0,$$$,"Italian, Wine Bars, Cocktail Bars",(504) 569-0198,"1240 Decatur St, New Orleans, LA, 70116",https://www.yelp.com/biz/the-italian-barrel-new-orleans?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
The Polo Club,info@thewindsorcourt.com,https://thewindsorcourt.com/dining/polo-club/,original,4.2,81.0,$$,"Lounges, Jazz & Blues",(504) 523-6000,"300 Gravier St, New Orleans, LA, 70130",https://www.yelp.com/biz/the-polo-club-new-orleans?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Vacherie,vacherie.nola@gmail.com,https://vacherierestaurant.com/,original,3.9,432.0,$$,"Cajun/Creole, Breakfast & Brunch, Southern",(504) 207-4532,"827 Toulouse St, New Orleans, LA, 70116",https://www.yelp.com/biz/vacherie-new-orleans?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
PEEWEE'S CRABCAKES,micah@micahrich.com,http://www.peeweescrabcakes.com/,original,3.7,163.0,$$,"Seafood, Cajun/Creole",(504) 354-9884,"4500 Old Gentilly Rd, New Orleans, LA, 70126",https://www.yelp.com/biz/peewees-crab-cakes-new-orleans?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Bennachin,info@bennachinrestaurant.com,http://www.bennachinrestaurant.com/,original,4.0,521.0,$$,African,(504) 522-1230,"1212 Royal St, New Orleans, LA, 70116",https://www.yelp.com/biz/bennachin-restaurant-new-orleans?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Gautreau's Restaurant,katie@gautreausneworleans.com,http://gautreausrestaurant.com/,original,4.0,232.0,$$$,New American,(504) 899-7397,"1728 Soniat St, New Orleans, LA, 70115",https://www.yelp.com/biz/gautreaus-restaurant-new-orleans?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Yumi Sushi & Hibachi,johnsmith@kwickpos.com,https://yumisushihibachila.kwickmenu.com/index.php,original,4.5,106.0,$$,"Japanese, Sushi Bars",(504) 345-2684,"5163 General De Gaulle Dr, New Orleans, LA, 70131",https://www.yelp.com/biz/yumi-sushi-and-hibachi-new-orleans-2?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
2 Phat Vegans,2phatvegans@gmail.com,http://www.2phatvegans.com/,original,4.2,26.0,$$,"Juice Bars & Smoothies, Burgers, Sandwiches",,"1303 Decatur St, New Orleans, LA, 70116",https://www.yelp.com/biz/2-phat-vegans-new-orleans-2?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Midway Pizza,pizzamidway@gmail.com,https://midwaypizzanola.com/,original,4.0,392.0,$$,Pizza,(504) 322-2815,"4725 Freret St, New Orleans, LA, 70115",https://www.yelp.com/biz/midway-pizza-new-orleans?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Rosella,rosellamidcity@gmail.com,http://www.rosellamidcity.com/,original,4.4,28.0,,"Tapas/Small Plates, Wine Bars, Breakfast & Brunch",(504) 766-6642,"139 S Cortez St, New Orleans, LA, 70119",https://www.yelp.com/biz/rosella-restaurant-and-wine-bar-new-orleans?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Two Tony's Restaurant,twotony714@gmail.com,http://www.two-tonys.com/,original,4.1,149.0,$$,"Italian, Seafood, Cocktail Bars",(504) 282-0801,"8536 Pontchartrain Blvd, New Orleans, LA, 70124",https://www.yelp.com/biz/two-tonys-restaurant-new-orleans?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Barrilleaux's Restaurant and Wine Bar,sales@barrilleauxs.com,https://barrilleauxs.com/,original,4.1,38.0,,"Wine Bars, Venues & Event Spaces, Breakfast & Brunch",(504) 608-6390,"2000 Burgundy St, New Orleans, LA, 70116",https://www.yelp.com/biz/barrilleauxs-weddings-and-events-new-orleans-2?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
La Cocinita Restaurant NOLA,info@lacocinita.com,https://www.lacocinita.com/uptown,original,4.2,63.0,$,"Food Trucks, Mexican",(504) 309-5344,"New Orleans, LA, 70115",https://www.yelp.com/biz/la-cocinita-food-truck-new-orleans-2?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Bon's New Orleans Street Food,info@bonsnola.com,https://www.bonsnola.com/,original,4.5,132.0,$$,"Coffee & Tea, Fast Food, Gluten-Free",(504) 635-5867,"620 Decatur St, New Orleans, LA, 70130",https://www.yelp.com/biz/bons-new-orleans-street-food-new-orleans?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
The Little Italian Barrel Paninoteca,infolittleitalianbarrel@gmail.com,http://thelittleitalianbarrel.com/,original,4.3,3288.0,$$,"Breakfast & Brunch, Cafes, Cocktail Bars",(504) 412-8065,"900 Royal St, New Orleans, LA, 70116",https://www.yelp.com/biz/caf%C3%A9-amelie-new-orleans-2?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Cibo,contact@sansoxygen.com,https://www.cibonola.com/,original,4.5,175.0,$$,"Delis, Italian, Breakfast & Brunch",(504) 592-7797,"1114 S Carrollton Ave, New Orleans, LA, 70118",https://www.yelp.com/biz/cibo-new-orleans-3?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Santa Fe,laleergun@mtmgroup.net,http://www.santafenola.com/,original,3.7,348.0,$$,Latin American,(504) 948-0077,"3201 Esplanade, New Orleans, LA, 70119",https://www.yelp.com/biz/santa-fe-new-orleans?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Saint John,events@saintjohnnola.com,https://saintjohnneworleans.com/,original,4.3,301.0,$$$,Cajun/Creole,(504) 381-0385,"715 St Charles Ave, New Orleans, LA, 70130",https://www.yelp.com/biz/saint-john-new-orleans?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Clyde's Corner,info@clydescornerneworleans.com,http://clydescornerneworleans.com/,original,4.7,56.0,,"Bars, Burgers, Karaoke",(504) 494-9478,"727 St Peter, New Orleans, LA, 70116",https://www.yelp.com/biz/clydes-corner-new-orleans?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
Taqueria Corona,harahan@taqueriacorona.com,http://www.taqueriacorona.com/,original,3.5,239.0,$$,Mexican,(504) 897-3974,"5932 Magazine St, New Orleans, LA, 70115",https://www.yelp.com/biz/taqueria-corona-new-orleans?adjust_creative=3unnOhHuozEoDDn4s6c-Mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=3unnOhHuozEoDDn4s6c-Mg
